,A,P,O,moldelta_A,U,moldelta_U,Age,phosphate_m,U_m,d235U,CO2_PAL,CO2atm
373,2.731945473178646e+18,2049586563542764.8,3.7e+19,-8.603266254251675e+18,10871436463855.379,-3418549421889.7207,-295360451.35414994,1.4671342616626806,0.007781987447283736,-0.3144524123610973,0.7320592237052078,204.97658263745816
374,2.7035308784744724e+18,2010942541370324.8,3.7e+19,-9.81104330056804e+18,10501149314260.842,-3301149608463.997,-295298402.23253834,1.439472112648765,0.007516928642992728,-0.31436079134509093,0.7169103188029006,200.73488926481215
375,2.684336019529332e+18,1980520617049434.0,3.7e+19,-1.0991091956098224e+19,10146978105733.107,-3190391289491.7017,-295236353.11092675,1.4176955025407545,0.007263405945406662,-0.3144178745876184,0.706766442461835,197.89460388931377
376,2.6719808948011694e+18,1958854373066652.0,3.7e+19,-1.2108840642422874e+19,9816907155415.38,-3088517548764.06,-295174303.98931515,1.4021863801479257,0.007027134685336708,-0.3146120768861826,0.7002753833851882,196.0771073478527
377,2.664895661603045e+18,1944694418077914.0,3.7e+19,-1.3138825449804233e+19,9515667645276.969,-2996771794465.4,-295112254.86770356,1.3920504066413129,0.006811501535631331,-0.31493027144057784,0.6965664975157283,195.0386193044039
378,2.664512610456846e+18,1936221482308159.0,3.7e+19,-1.4237350674753167e+19,9194863286220.629,-2900513336421.9385,-295037389.1389835,1.3859853130337574,0.00658186348333617,-0.3154493162251397,0.6963662634707162,194.9825537718005
379,2.671747829736079e+18,1936995164656579.5,3.7e+19,-1.5144442581883615e+19,8925754625380.16,-2821125252589.4434,-294962523.4102634,1.3865391300333425,0.006389230225755304,-0.31606574132876614,0.7001532248696867,196.04290296351226
380,2.6845446384545997e+18,1945429433090043.5,3.7e+19,-1.5844391573035366e+19,8710053674961.746,-2758657130091.631,-294887657.68154335,1.3925765448031808,0.006234827254804399,-0.3167210252701166,0.7068763024674862,197.92536469089615
381,2.708971496668865e+18,1962762218999814.2,3.7e+19,-1.6320479476882045e+19,8551925002333.188,-2714006443799.8354,-294812791.9528233,1.4049836929132529,0.0061216356494868925,-0.31735620261629793,0.7197986601175068,201.54362483290188
382,2.753834517744893e+18,1995951862687424.8,3.7e+19,-1.6502336417528166e+19,8467070155631.687,-2691526342486.13,-294737926.2241032,1.4287414908285074,0.006060894885921035,-0.3178816630798695,0.7438371099247548,208.27439077893135
383,2.818526576366071e+18,2050074186023473.2,3.7e+19,-1.6301366816600306e+19,8475449150077.636,-2696896014150.0684,-294663060.49538314,1.4674833113983345,0.006066892734486497,-0.31820095506388174,0.7791954921043953,218.17473778923065
384,2.8977528735130936e+18,2123087571484490.5,3.7e+19,-1.5677390741708202e+19,8588680793185.076,-2733615020605.622,-294588194.7666631,1.5197477247562565,0.006147946165486812,-0.3182811291315756,0.8236161486544753,230.6125216232531
385,2.978463431800087e+18,2207433043946871.8,3.7e+19,-1.46485290835818e+19,8804870934989.648,-2801421098833.48,-294513329.037943,1.580123868251161,0.0063026993092266635,-0.318167196261892,0.870135139864691,243.63783916211347
386,3.03653414974749e+18,2273762494271913.0,3.7e+19,-1.3614576403491508e+19,9034970783312.557,-2873158238172.7983,-294454728.61052597,1.6276037897436744,0.0064674092937097765,-0.3180041537576939,0.9043957281065632,253.23080386983767
387,3.0891086536347126e+18,2335464805227231.0,3.7e+19,-1.2444359200032776e+19,9304996980490.322,-2957408030986.32,-294396128.1831089,1.671771514121139,0.006660699341796938,-0.3178300903468408,0.9359842289247536,262.075584098931
388,3.13728338646228e+18,2391301760651526.0,3.7e+19,-1.1192935614876537e+19,9604052595735.785,-3050995428347.1006,-294337527.7556919,1.7117407019695963,0.006874769216704213,-0.3176779175180431,0.9654052634685266,270.31347377118743
389,3.1828742566987725e+18,2442185071515088.0,3.7e+19,-9.903287465419612e+18,9924153092588.56,-3151603165764.9346,-294278927.32827485,1.7481639738833843,0.007103903430628891,-0.31756897907173337,0.9936675930088381,278.22692604247464
390,3.236167584733292e+18,2497944356377413.0,3.7e+19,-8.395753840124972e+18,10315639102880.99,-3275372844062.1436,-294211165.3240747,1.7880775636201955,0.007384136795190401,-0.3175152611870054,1.0272216633922828,287.6220657498392
391,3.291495512322307e+18,2553240716210978.5,3.7e+19,-6.888131028035645e+18,10727992543529.47,-3406881020977.9497,-294143403.3198745,1.82765978254186,0.007679307475683229,-0.3175692942695781,1.062646209782408,297.5409387390742
392,3.348707176409575e+18,2609626070552268.5,3.7e+19,-5.386405683379415e+18,11160363529900.43,-3546401592385.0625,-294075641.31567436,1.8680215250911014,0.007988807108017488,-0.31776756938819023,1.0999083743160158,307.97434480848443
393,3.4066844757710894e+18,2666929540338272.5,3.7e+19,-3.89416823646349e+18,11610934004088.713,-3694065525813.9214,-294007879.3114742,1.909040472683087,0.008311334290686265,-0.31815403692012034,1.138324244700619,318.7307885161733
394,3.418652546050489e+18,2679776460926282.0,3.7e+19,-3.5570201961174876e+18,11715908069010.1,-3728925603881.517,-293992431.4316699,1.9182365504125138,0.008386476785261346,-0.3182788377919204,1.1463364191122245,320.97419735142284
395,3.4294650606148864e+18,2692100655881036.5,3.7e+19,-3.2226203292931036e+18,11820762325751.953,-3763923071700.209,-293976983.5518656,1.9270584508812,0.008461533518791663,-0.31841627197768524,1.1535991521127407,323.00776259156737
396,3.444874983031591e+18,2710314605886938.0,3.7e+19,-2.7116099190080804e+18,11981807308321.77,-3817902850762.3804,-293953167.8979801,1.940096353533957,0.008576812675964043,-0.31864165000472994,1.163989584630734,325.91708369660546
397,3.457911051630392e+18,2726843103812352.5,3.7e+19,-2.2110720067820316e+18,12141141934512.105,-3871754600434.455,-293929352.2440946,1.9519277765299587,0.008690867526493992,-0.31889542361980816,1.1728157734046125,328.38841655329145
398,3.46886237523854e+18,2741522804473696.5,3.7e+19,-1.7238728875006449e+18,12297806893892.836,-3925139631694.5913,-293905536.5902091,1.9624357941830324,0.008803011377160226,-0.3191739523608749,1.1802562329125619,330.47174521551733
399,3.484595963370865e+18,2764118443635562.0,3.7e+19,-8.534026076416823e+17,12582162028497.707,-4023113438748.491,-293860874.37468046,1.9786101958737021,0.009006558359697716,-0.3197473875822314,1.1909870007040069,333.4763601971219
400,3.4928092434581176e+18,2776394683133292.5,3.7e+19,-2.7322260277039645e+17,12775496183053.414,-4090500467848.4683,-293828984.1260214,1.987397768885678,0.009144950739479896,-0.3201832953677746,1.1966079897790105,335.05023713812295
401,3.4972538558526244e+18,2783156688378827.5,3.7e+19,9.593147771508846e+16,12900572839807.652,-4134394228849.027,-293807497.4916939,1.9922381448667341,0.00923448306357026,-0.32048144529608896,1.1996553033943602,335.9034849504208
402,3.500200418265079e+18,2787735500660867.5,3.7e+19,3.7138084301539904e+17,12995149810931.037,-4167723417128.0234,-293790740.0602272,1.9955157485045578,0.009302183114481773,-0.3207137645787115,1.2016776606459572,336.469744980868
403,3.5027407734099543e+18,2791761398895653.0,3.7e+19,6.359163804429548e+17,13087092945831.896,-4200233037727.226,-293773982.6287605,1.998397565422801,0.00936799781376657,-0.32094469376141754,1.2034225869038182,336.9583243330691
404,3.5049175184694083e+18,2795282870764208.5,3.7e+19,8.895710623027724e+17,13176381938964.385,-4231901333800.078,-293757225.1972938,2.0009183040545517,0.009431912626316668,-0.3211732441730275,1.2049187627760494,337.3772535772938
