age,d13c,d13c_std,pco2,pco2_std,u,u_std
-302600000.0,4.1501676666666665,0.11226766666666628,437.12584159132007,148.07787468354428,-0.409577132195317,0.045751534205025694
-302400000.0,4.203468685714286,0.09401331428571413,422.269554939759,195.70870373493977,-0.4283610314166667,0.034952742833333335
-302200000.0,4.253697000000001,0.0756572857142859,419.5483005424955,228.36923254972876,-0.4556908063757853,0.03184689241176472
-302000000.0,4.319646238095238,0.07038671428571444,425.1853657831325,243.02774216867468,-0.4995814516712329,0.031799953624999974
-301800000.0,4.408389176470588,0.0700358823529411,428.3628528631706,237.90878752260397,-0.5499180167376154,0.03511835245717882
-301600000.0,4.527331888888889,0.07106166666666673,434.39034578313255,235.41829060240963,-0.5969607896397326,0.041336396458080224
-301400000.0,4.663233666666667,0.08166766666666714,438.6881658227848,222.71326582278482,-0.6263160709262344,0.04259666161808448
-301200000.0,4.802138529411765,0.098192117647059,440.21107710843376,206.7988265060241,-0.6338079865504277,0.04006553306703799
-301000000.0,4.920341826086957,0.12155991304347788,437.3275281325301,190.0493823493976,-0.6300382594766263,0.03799756847583049
-300800000.0,4.985104,0.11099666666666626,431.3053174698795,172.83898192771085,-0.6262685324028248,0.03592960388462299
-300600000.0,5.010223722222222,0.09476911111111101,425.66657082579866,161.89395075346593,-0.6162045445197657,0.039347552010248886
-300400000.0,5.012688333333333,0.09299238888888903,414.80348650602406,148.92679253012045,-0.6047742840034602,0.042768696494809695
-300200000.0,5.010401,0.10330800000000018,400.7795133212779,138.3566392405063,-0.5870007669140049,0.042185304995086007
-300000000.0,5.041397333333334,0.10033650000000005,377.4538956626506,123.91609686746989,-0.5645637182068965,0.03757285072413795
-299800000.0,5.115179,0.08476763636363631,352.1346567811935,114.0061869801085,-0.5425871988379889,0.03750833856052144
-299600000.0,5.185368777777778,0.0751179999999997,329.6694803012048,115.71896656626508,-0.5307010880338984,0.037361937271186405
-299400000.0,5.212123941176471,0.06288652941176466,307.9710108499096,116.53987016274866,-0.5217514078489893,0.048876819174791905
-299200000.0,5.193299071428572,0.06075185714285748,294.5131956626506,124.85413397590361,-0.4948236942094595,0.05843081376719899
-299000000.0,5.161186,0.0775233157894734,283.93836999999996,131.33250999999998,-0.4475824568442331,0.06514734998335314
-298800000.0,5.096017230769231,0.0976557692307697,276.89185090361445,138.52551144578314,-0.4238122513703704,0.07478118737037036
-298600000.0,5.022263846153846,0.11293292307692288,272.53571808318264,138.60701832429174,-0.46390044679719,0.06450993979657908
-298400000.0,4.97803947368421,0.1268370526315791,268.9637443373494,134.46762939759034,-0.5282677911616767,0.06938739223353291
-298200000.0,4.9752914285714285,0.14678571428571427,269.7728306024096,131.63931638554217,-0.5601909262788185,0.08626748195461094
-298000000.0,5.0514111538461535,0.16303307692307667,276.2797629294756,126.87317920433998,-0.5175117976688103,0.10011346929903535
-297800000.0,5.194077846153846,0.15595507692307717,286.11481308016874,124.34095443037974,-0.40164942666560405,0.08861180166325505
-297600000.0,5.275452230769231,0.11390738461538419,301.68431722891563,121.94389903614457,-0.2918662647509259,0.09842968249753087
-297400000.0,5.296445,0.10182807692307663,318.8382439759036,119.34850698795181,-0.2806286279567502,0.07999333838276057
-297200000.0,5.279035461538461,0.12703730769230737,333.04545635925257,118.78987076552139,-0.3484473211519084,0.08036515456717556
-297000000.0,5.166595,0.1701162500000004,354.6355538554217,127.7316196987952,-0.40724336825726143,0.10588862691701244
-296800000.0,4.8996624375,0.2544928750000001,377.66526987951806,145.54288433734942,-0.41548852838473405,0.11351512431148804
-296600000.0,4.633777363636364,0.35104190909090915,371.8833142857143,164.8076,-0.4211184201272016,0.10089051529549903
-296400000.0,4.399681,0.4550710000000002,334.09555555555556,164.86111111111111,-0.44994301691410393,0.07575042615005301
-296200000.0,4.741625636363636,0.28785109090909045,302.0703571428572,148.39285714285714,-0.47404915603402065,0.05610967208350515
-296000000.0,5.137763428571429,0.18025457142857146,275.3917857142857,131.1642857142857,-0.47720788354186205,0.04475123334963159
-295800000.0,5.247366166666667,0.16889566666666678,250.91107142857143,144.72392857142856,-0.45732385012874255,0.04227325059281436
-295600000.0,4.972003,0.21294228571428558,228.6117857142857,155.43035714285713,-0.40762158267772974,0.05953679918254009
-295400000.0,4.6447832857142854,0.20437642857142801,209.00214285714284,156.01214285714283,-0.3511693107510308,0.08247531239200814
-295200000.0,4.386764666666667,0.13436266666666677,198.845,156.655,-0.3128811320143803,0.11761784343407991
-295000000.0,4.224041000000001,0.10755685714285741,197.09142857142857,153.87142857142857,-0.3327491964582591,0.16838087545240515
-294800000.0,4.204126857142858,0.10192399999999985,205.43785714285713,149.5142857142857,-0.3600030599844275,0.21748732076824426
-294600000.0,4.178997307692308,0.1273341538461543,230.5092857142857,145.97142857142856,-0.43928010907786263,0.26721501108549617
-294400000.0,4.028615,0.13275800000000001,260.05535714285713,140.12142857142857,-0.4908857432948816,0.2994323392704354
-294200000.0,3.8299151666666664,0.12711575,290.1757142857143,135.26892857142857,-0.4407820584824428,0.2678523663167939
-294000000.0,3.667276076923077,0.1410053076923076,319.23357142857145,131.81464285714284,-0.42858556790687025,0.1927823351503817
-293800000.0,3.5801864166666664,0.1301156666666666,333.105,122.3075,-0.47188974979373566,0.13304984925286478
-293600000.0,3.586938882352941,0.10741811764705869,331.46,113.24142857142857,-0.4452268099312977,0.08813491964885498
-293400000.0,3.6169232,0.0980480000000001,320.65999999999997,109.72714285714287,-0.44439389072727276,0.07601506136363635
-293200000.0,3.636878857142857,0.10249700000000006,307.46000000000004,122.15571428571428,-0.4447979883846154,0.08077741988020179
-293000000.0,3.6638354285714287,0.10501014285714286,289.59714285714284,119.38142857142857,-0.28693587683712124,0.08689291641818182
-292800000.0,3.7527335,0.08420200000000018,273.05535714285713,116.27071428571429,-0.1998826519807767,0.14557235297058252
-292600000.0,3.853473,0.07221000000000011,259.6403571428571,116.155,-0.3340306209055556,0.0924635819820707
-292400000.0,3.9504745384615387,0.06301607692307719,255.8475,118.45500000000001,-0.4524800656624606,0.11397176242902207
-292200000.0,4.04327,0.07025674999999998,253.34071428571428,116.09357142857144,-0.5694360750700345,0.16908889482433984
-292000000.0,4.162685153846154,0.07498407692307706,252.3567857142857,111.78285714285714,-0.45221946623368425,0.11367492721052633
-291000000.0,4.111489000000001,0.07566700000000015,311.90500000000003,132.4125,-0.10626452145638529,0.10959332170043291
-290000000.0,3.9564601578947367,0.24513410526315765,379.5042857142857,262.785,-0.31411717217281554,0.1282542890699029
